N,P,K,temperature,humidity,ph,rainfall,label,season,soil type,state
16,65,16,18.13027797,62.45851612,6.078724107,50.6128521,lentil,Rabi,red,Maharashtra
14,59,22,23.82723528,67.89815262,6.76660668,46.90725077,lentil,Rabi,red,Tamil Nadu
33,59,19,23.19305333,62.74710773,7.641024177,49.55213308,lentil,Rabi,clay,Tamil Nadu
21,63,17,25.08966129,68.17543102,6.559681838,41.45486619,lentil,Rabi,black,Tamil Nadu
0,69,21,25.86928193,61.88321072,7.072923306,36.68284038,lentil,Rabi,clay,Maharashtra
10,75,17,18.43966037,68.05394959,7.732194788,39.00992137,lentil,Rabi,red,Punjab
30,61,18,27.14911056,67.02664337,6.157782589,52.50812701,lentil,Rabi,red,Maharashtra
0,74,17,23.33375853,64.50515776,7.240988401,47.01510708,lentil,Rabi,black,Uttar Pradesh
35,74,22,26.7230014,62.96841833,6.898905799,42.87274897,lentil,Rabi,sandy,Punjab
7,63,24,19.55750776,64.45268309,6.818681086,53.04669416,lentil,Rabi,red,Karnataka
9,56,17,26.13708256,66.7729209,6.261937875,46.48280681,lentil,Rabi,sandy,Uttar Pradesh
14,74,15,27.99990346,65.57653373,6.493036868,49.94043064,lentil,Rabi,clay,Uttar Pradesh
14,76,20,29.05941162,62.10652364,7.042474679,36.5011366,lentil,Rabi,clay,Maharashtra
36,65,16,25.71269843,64.1123333,7.692013657,50.17067771,lentil,Rabi,loamy,Maharashtra
28,67,21,21.79792649,63.73086065,6.250994223,46.62370222,lentil,Rabi,loamy,Maharashtra
28,79,16,24.70626432,60.26854183,6.052184881,53.12442925,lentil,Rabi,loamy,Punjab
40,61,22,20.94981756,65.8108757,7.002216044,44.23913012,lentil,Rabi,clay,Maharashtra
10,70,19,24.84918386,68.98088448,7.272427638,41.61080544,lentil,Rabi,black,Uttar Pradesh
12,80,19,21.91041045,65.21662467,5.962001484,36.10211371,lentil,Rabi,red,Uttar Pradesh
37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,lentil,Rabi,clay,Punjab
0,67,22,29.82112112,69.4073209,6.593798387,51.56461082,lentil,Rabi,black,Karnataka
7,73,25,27.52185591,63.13215259,7.28805662,45.20841071,lentil,Rabi,black,Punjab
10,56,18,27.99627907,68.6428593,7.32710972,46.10585191,lentil,Rabi,red,Uttar Pradesh
39,70,15,20.76774783,63.90164154,6.366355781,47.9271552,lentil,Rabi,loamy,Karnataka
26,56,22,23.05276444,60.424786,7.011121216,52.60285259,lentil,Rabi,red,Karnataka
9,77,17,21.65845777,63.58337146,6.280725549,38.07659414,lentil,Rabi,red,Uttar Pradesh
4,59,19,26.25070298,67.62779652,7.621494566,40.8106299,lentil,Rabi,loamy,Punjab
34,73,15,20.97195263,63.83179889,7.630424083,53.10207889,lentil,Rabi,black,Punjab
33,77,15,23.89736406,66.32102048,7.802212437,40.74536757,lentil,Rabi,sandy,Maharashtra
2,24,38,24.55981624,91.63536236,5.922935513,111.9684622,pomegranate,Perennial,black,Karnataka
6,18,37,19.65690085,89.93701023,5.937649578,108.0458926,pomegranate,Perennial,clay,Tamil Nadu
8,26,36,18.78359608,87.4024767,6.804781106,102.5184759,pomegranate,Perennial,clay,Punjab
37,18,39,24.1469628,94.5110662,6.424670614,110.2316633,pomegranate,Perennial,clay,Punjab
0,27,38,22.44581266,89.90147027,6.738016221,109.3905998,pomegranate,Perennial,clay,Maharashtra
31,25,38,24.96273236,92.40501423,6.497366677,109.4169192,pomegranate,Perennial,sandy,Maharashtra
21,21,38,22.5526059,89.3259486,6.327673765,104.8955643,pomegranate,Perennial,sandy,Karnataka
6,30,40,22.77035608,91.45498527,6.36137446,106.9659201,pomegranate,Perennial,loamy,Karnataka
25,27,41,19.20090378,94.27659596,6.923509371,108.0423555,pomegranate,Perennial,black,Punjab
15,11,38,23.12808226,92.68328358,6.630646083,109.3930157,pomegranate,Perennial,loamy,Maharashtra
14,5,36,24.92639065,85.19098079,5.832525853,104.7693804,pomegranate,Perennial,sandy,Punjab
16,10,41,24.77464458,85.63608688,6.738993954,105.7595811,pomegranate,Perennial,clay,Karnataka
36,7,37,19.8671184,86.35590206,5.782435567,108.3168858,pomegranate,Perennial,black,Karnataka
4,20,41,24.26601316,93.7974061,6.537042717,104.5375109,pomegranate,Perennial,sandy,Punjab
29,22,40,23.62600218,89.73266695,6.145104401,107.6836871,pomegranate,Perennial,loamy,Maharashtra
16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,pomegranate,Perennial,loamy,Karnataka
18,27,41,22.36509395,92.30882391,7.175344328,104.8216333,pomegranate,Perennial,loamy,Punjab
11,18,42,21.57936934,94.88267728,5.938528744,102.8593382,pomegranate,Perennial,black,Uttar Pradesh
5,15,38,18.26233221,88.16779129,5.709380472,108.0756727,pomegranate,Perennial,sandy,Karnataka
18,23,44,23.71028128,89.61794165,6.184400085,105.6499907,pomegranate,Perennial,black,Maharashtra
9,8,40,22.48720144,89.9224883,6.553509673,111.6631582,pomegranate,Perennial,sandy,Punjab
40,27,45,21.6602498,94.79397419,5.885638185,112.4349689,pomegranate,Perennial,red,Punjab
22,23,44,20.13037175,89.31505137,6.143874691,107.3416913,pomegranate,Perennial,clay,Maharashtra
9,16,39,18.41164435,91.11927248,6.101198974,105.1834976,pomegranate,Perennial,red,Tamil Nadu
12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,pomegranate,Perennial,clay,Karnataka
0,17,42,23.20242586,91.19442671,6.859840821,109.0946323,pomegranate,Perennial,loamy,Tamil Nadu
2,21,44,18.92157197,87.31290342,6.56893406,102.8013275,pomegranate,Perennial,loamy,Maharashtra
28,6,40,22.10621387,91.34039616,6.769855664,106.8704803,pomegranate,Perennial,red,Tamil Nadu
8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,pomegranate,Perennial,clay,Tamil Nadu
29,16,36,19.81069447,88.92944254,5.740338002,102.860084,pomegranate,Perennial,loamy,Maharashtra
17,18,43,24.4880844,90.83687246,5.843005428,103.1969341,pomegranate,Perennial,black,Uttar Pradesh
34,21,42,18.75927679,89.93457597,6.648687274,111.0196744,pomegranate,Perennial,black,Karnataka
21,23,42,19.54128063,90.29751796,6.902751061,104.3739878,pomegranate,Perennial,loamy,Punjab
25,17,40,18.91251245,87.74938524,6.608023872,111.2800516,pomegranate,Perennial,loamy,Tamil Nadu
8,25,36,19.91330523,94.95031368,6.828522375,104.0277061,pomegranate,Perennial,sandy,Karnataka
26,18,42,19.72620525,89.64934166,6.910374919,108.2287276,pomegranate,Perennial,clay,Uttar Pradesh
4,19,42,23.83185873,87.84034604,6.306605528,111.2232716,pomegranate,Perennial,sandy,Maharashtra
36,24,41,24.94467632,94.25702672,7.009180374,103.8799347,pomegranate,Perennial,loamy,Uttar Pradesh
5,24,40,24.692258,93.87030088,6.297907579,104.6735454,pomegranate,Perennial,black,Karnataka
19,17,39,24.72485577,85.56083187,6.728599215,111.2787584,pomegranate,Perennial,loamy,Karnataka
39,30,38,20.12644921,87.59629625,6.965156738,108.065579,pomegranate,Perennial,loamy,Karnataka
5,29,44,21.02432943,93.0569505,5.578095745,104.7847006,pomegranate,Perennial,red,Tamil Nadu
4,24,43,22.40423537,88.1508343,7.199504273,109.8695196,pomegranate,Perennial,sandy,Karnataka
38,21,35,20.33691147,89.38003827,5.841367187,110.9653137,pomegranate,Perennial,loamy,Tamil Nadu
37,11,36,24.24779615,85.56033312,6.710143266,106.9216033,pomegranate,Perennial,clay,Uttar Pradesh
9,25,41,24.81530144,91.90842992,5.972714857,109.2853418,pomegranate,Perennial,black,Karnataka
29,22,43,19.66329768,87.95158129,5.561851831,106.0380805,pomegranate,Perennial,sandy,Karnataka
5,21,38,22.43377991,90.3396556,6.107054808,112.459697,pomegranate,Perennial,loamy,Tamil Nadu
22,26,38,22.92052307,85.12912161,6.988035315,110.2437841,pomegranate,Perennial,sandy,Maharashtra
4,18,37,22.91843172,85.40695044,7.13147457,106.2817706,pomegranate,Perennial,black,Maharashtra
21,6,41,24.88244467,89.39686219,7.086947687,107.1951707,pomegranate,Perennial,red,Tamil Nadu
29,21,45,23.40981539,93.13277,6.749260456,105.2240743,pomegranate,Perennial,clay,Punjab
23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,pomegranate,Perennial,red,Tamil Nadu
13,7,43,18.20230419,91.12282162,7.013481515,109.6623974,pomegranate,Perennial,sandy,Karnataka
5,13,37,22.34375696,89.7870345,5.648243649,103.3183074,pomegranate,Perennial,red,Uttar Pradesh
27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,pomegranate,Perennial,black,Punjab
7,23,35,19.75088482,88.71691157,7.054313823,102.5538035,pomegranate,Perennial,sandy,Uttar Pradesh
12,20,39,19.86173586,86.19740917,6.026999326,111.0217929,pomegranate,Perennial,loamy,Punjab
4,19,43,18.07132963,93.14554876,5.779427402,106.3602023,pomegranate,Perennial,red,Karnataka
3,9,45,23.89162561,89.61850203,6.535244251,104.617522,pomegranate,Perennial,black,Tamil Nadu
1,27,36,23.98598756,93.34236582,5.684995235,104.991282,pomegranate,Perennial,sandy,Punjab
23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,pomegranate,Perennial,black,Tamil Nadu
24,21,42,20.82210727,87.22815682,6.999014379,109.4429934,pomegranate,Perennial,red,Tamil Nadu
13,30,37,20.86474944,91.61793636,6.277148771,106.8685636,pomegranate,Perennial,clay,Punjab
40,11,44,24.45840036,86.10874614,6.322396027,111.3779693,pomegranate,Perennial,loamy,Maharashtra
21,9,40,24.51147697,90.64498715,5.956401828,105.6209954,pomegranate,Perennial,black,Uttar Pradesh
3,27,44,24.56811204,92.03009222,6.591302797,110.9633894,pomegranate,Perennial,loamy,Uttar Pradesh
40,29,42,24.63228709,89.01574455,7.104094929,110.6956184,pomegranate,Perennial,black,Karnataka
14,25,40,20.07386547,90.97819712,6.407872061,103.7084055,pomegranate,Perennial,loamy,Maharashtra
38,14,37,21.80523051,94.63612858,6.658402594,102.6488846,pomegranate,Perennial,sandy,Punjab
34,9,36,22.8122645,86.34233767,6.276038961,110.4432293,pomegranate,Perennial,black,Maharashtra
32,14,37,22.73031253,88.48567856,6.825256236,104.6843243,pomegranate,Perennial,black,Punjab
18,21,35,23.2801227,94.94330457,6.368560522,111.1382096,pomegranate,Perennial,sandy,Uttar Pradesh
8,23,38,19.30106297,87.1775172,7.005410734,105.4766591,pomegranate,Perennial,black,Maharashtra
15,6,41,19.0087067,88.83768149,6.897368477,108.6793978,pomegranate,Perennial,clay,Tamil Nadu
0,5,36,24.35193812,90.88612388,6.152906502,105.529185,pomegranate,Perennial,sandy,Punjab
22,9,44,24.72235539,88.87651295,5.744361602,112.1926517,pomegranate,Perennial,red,Tamil Nadu
14,8,43,21.92513945,94.46485312,7.051654924,111.7162016,pomegranate,Perennial,sandy,Uttar Pradesh
31,11,45,24.83954414,86.88738076,6.034612928,107.6435771,pomegranate,Perennial,loamy,Karnataka
39,17,45,18.09691127,90.42177379,6.924490731,104.88189,pomegranate,Perennial,red,Uttar Pradesh
10,5,42,20.24104904,91.08706822,6.887005997,109.2537734,pomegranate,Perennial,loamy,Maharashtra
8,28,38,23.22594,94.42971362,6.8444019,105.6917856,pomegranate,Perennial,black,Punjab
32,13,42,23.50128217,92.97527546,5.786058032,106.61905,pomegranate,Perennial,loamy,Punjab
18,9,40,19.44623085,89.02127045,5.627186257,106.1606833,pomegranate,Perennial,red,Uttar Pradesh
20,27,41,20.51343484,92.51675903,5.700088663,110.5764023,pomegranate,Perennial,loamy,Punjab
39,25,36,18.90223032,94.99897537,5.567805185,107.6103211,pomegranate,Perennial,black,Karnataka
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,pomegranate,Perennial,loamy,Tamil Nadu
11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,pomegranate,Perennial,loamy,Tamil Nadu
40,18,43,19.38603815,86.79058496,5.767372539,109.9130984,pomegranate,Perennial,clay,Maharashtra
3,26,39,24.38318965,91.19431555,7.079973241,103.6012114,pomegranate,Perennial,sandy,Maharashtra
9,16,36,23.77989026,92.93386903,5.893332378,106.977723,pomegranate,Perennial,red,Tamil Nadu
30,20,38,22.59890174,93.16343942,7.058222596,110.0932899,pomegranate,Perennial,clay,Uttar Pradesh
40,9,41,24.37766782,85.4017118,5.78270695,106.128338,pomegranate,Perennial,red,Uttar Pradesh
40,30,35,20.89273273,91.07776977,6.269663963,104.4407083,pomegranate,Perennial,loamy,Maharashtra
32,25,35,18.09903225,85.70786282,5.892913826,107.0050976,pomegranate,Perennial,sandy,Maharashtra
33,23,45,20.00218987,85.83618191,7.116538883,112.337046,pomegranate,Perennial,clay,Tamil Nadu
4,14,41,19.85139326,89.80732335,6.430163481,102.8186358,pomegranate,Perennial,clay,Tamil Nadu
13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,pomegranate,Perennial,black,Maharashtra
39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,pomegranate,Perennial,sandy,Maharashtra
8,28,37,23.88404783,86.20613842,6.082571701,108.3121789,pomegranate,Perennial,red,Karnataka
91,94,46,29.36792366,76.24900101,6.149934034,92.82840911,banana,Perennial,red,Tamil Nadu
105,95,50,27.33368994,83.67675197,5.849076099,101.0494791,banana,Perennial,sandy,Uttar Pradesh
108,92,53,27.40053601,82.96221306,6.276800323,104.9378,banana,Perennial,sandy,Uttar Pradesh
86,76,54,29.3159075,80.11585705,5.926824754,90.10978128,banana,Perennial,red,Uttar Pradesh
80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,banana,Perennial,clay,Karnataka
93,94,53,25.86632408,84.42379269,6.079178788,114.5357503,banana,Perennial,loamy,Uttar Pradesh
90,92,55,27.00932084,80.18546798,6.13465588,97.32531705,banana,Perennial,sandy,Uttar Pradesh
108,89,53,29.55054817,78.06762846,5.808497604,99.34482238,banana,Perennial,sandy,Uttar Pradesh
108,88,55,26.28845991,83.390039,5.891458107,113.8729798,banana,Perennial,red,Uttar Pradesh
105,77,52,29.16226551,76.16151562,5.816622479,100.0075679,banana,Perennial,clay,Punjab
118,88,52,28.65003945,82.68752542,5.843163161,98.75084366,banana,Perennial,sandy,Karnataka
101,87,54,29.07311132,76.50045221,6.376756633,100.1692639,banana,Perennial,sandy,Uttar Pradesh
95,75,50,28.08166093,75.26429821,5.623615687,118.2761894,banana,Perennial,black,Punjab
106,85,53,27.1994597,78.8086068,5.91505509,99.72430835,banana,Perennial,black,Tamil Nadu
86,95,49,28.05484146,78.04602887,6.458714879,108.3957179,banana,Perennial,clay,Tamil Nadu
83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,banana,Perennial,black,Maharashtra
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,banana,Perennial,black,Karnataka
109,79,45,27.66752761,79.68542782,6.490074429,108.66464,banana,Perennial,loamy,Uttar Pradesh
100,76,45,25.56703012,75.94067692,5.590236025,102.7867717,banana,Perennial,black,Punjab
117,86,48,28.6956201,82.54195839,6.225225239,116.1616839,banana,Perennial,clay,Maharashtra
114,94,53,26.33544853,76.8532006,6.190757459,118.6858263,banana,Perennial,clay,Karnataka
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,banana,Perennial,clay,Maharashtra
94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,banana,Perennial,clay,Uttar Pradesh
80,71,47,27.50527651,80.79783998,6.156373499,105.0776992,banana,Perennial,red,Maharashtra
114,79,51,26.21009246,82.34429458,6.313197204,112.0700033,banana,Perennial,loamy,Tamil Nadu
88,78,45,29.10403455,79.19588629,6.324270089,92.07835761,banana,Perennial,clay,Punjab
112,73,48,29.2440638,77.32017166,5.707488987,90.66727868,banana,Perennial,clay,Maharashtra
117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,banana,Perennial,loamy,Uttar Pradesh
111,87,48,26.3985515,81.36028902,5.571401169,98.16752001,banana,Perennial,loamy,Tamil Nadu
89,83,47,28.09577643,77.79586769,5.63127166,109.5408614,banana,Perennial,red,Uttar Pradesh
93,91,47,27.84767901,83.31110751,6.101241579,117.2878912,banana,Perennial,sandy,Maharashtra
92,81,52,27.39341554,81.4654833,6.438137279,94.31102057,banana,Perennial,loamy,Karnataka
105,74,45,25.14517635,81.38204104,6.098369122,119.218154,banana,Perennial,sandy,Maharashtra
102,71,48,28.65456263,79.28693687,5.695267822,102.4633775,banana,Perennial,clay,Tamil Nadu
94,91,51,29.16093424,76.67484233,5.618094446,109.575944,banana,Perennial,red,Karnataka
116,71,47,27.57278064,82.0638878,6.435785799,91.34276507,banana,Perennial,black,Tamil Nadu
117,79,49,25.40909896,82.36208097,6.176644228,112.9794804,banana,Perennial,loamy,Maharashtra
119,72,55,25.99069521,83.33983116,6.220643671,112.0777152,banana,Perennial,red,Karnataka
99,73,53,26.29039046,81.06003778,5.871702211,118.6730366,banana,Perennial,black,Karnataka
91,84,52,29.14827211,78.71024836,6.390741836,117.536781,banana,Perennial,clay,Uttar Pradesh
80,90,47,26.59743595,79.35898915,6.21084479,107.3944717,banana,Perennial,sandy,Punjab
101,70,48,25.36059237,75.03193255,6.012696655,116.5531455,banana,Perennial,loamy,Uttar Pradesh
108,89,53,29.12036889,80.18080728,5.908770059,112.3982055,banana,Perennial,loamy,Uttar Pradesh
100,80,52,27.53911354,77.25629897,6.049801781,110.3262123,banana,Perennial,clay,Maharashtra
109,91,53,29.66727337,83.51014178,6.010095853,110.2511102,banana,Perennial,loamy,Uttar Pradesh
82,78,46,25.05802193,84.97323747,5.738678895,110.4408803,banana,Perennial,red,Karnataka
106,70,55,25.86824781,78.52399914,5.74055541,116.3019555,banana,Perennial,red,Tamil Nadu
90,86,52,25.85036988,81.95580471,5.793260262,119.0856171,banana,Perennial,black,Tamil Nadu
83,95,50,26.51682337,77.79913575,5.50947065,108.8547508,banana,Perennial,red,Punjab
119,90,48,28.66725136,79.59242542,5.986442306,118.2583441,banana,Perennial,sandy,Maharashtra
107,72,45,28.14938935,81.54448882,5.790768046,91.40508414,banana,Perennial,black,Maharashtra
116,81,55,26.42313317,83.6995044,5.915546415,95.12322062,banana,Perennial,loamy,Punjab
101,75,50,26.59386409,81.40740301,6.242528278,109.9825551,banana,Perennial,red,Punjab
93,81,50,27.71822477,76.57853189,6.036079266,102.2099836,banana,Perennial,red,Punjab
95,75,45,28.98333432,82.95958244,5.829898502,109.022564,banana,Perennial,clay,Maharashtra
107,71,55,29.42017919,83.96754496,6.088064451,117.229079,banana,Perennial,clay,Uttar Pradesh
83,94,47,27.39872329,81.10523402,6.469370954,112.1355384,banana,Perennial,loamy,Uttar Pradesh
102,73,54,26.4020227,84.41007614,5.720726906,111.0162259,banana,Perennial,clay,Tamil Nadu
86,79,45,27.81251452,82.69285419,5.80766417,99.20961514,banana,Perennial,clay,Maharashtra
117,86,53,25.19640218,83.55829874,5.703381728,115.8586081,banana,Perennial,clay,Maharashtra
111,79,53,28.31193338,75.77363772,6.165001278,119.695765,banana,Perennial,clay,Tamil Nadu
95,74,50,25.90113128,80.47152737,6.002481605,110.10323,banana,Perennial,red,Maharashtra
91,75,55,27.48612983,76.11239849,6.212369363,109.2768851,banana,Perennial,clay,Uttar Pradesh
93,83,46,29.38254012,83.50423735,5.765308943,109.2486647,banana,Perennial,loamy,Uttar Pradesh
92,85,51,29.22118628,81.08183635,5.740764682,108.8616474,banana,Perennial,clay,Punjab
104,80,54,27.09062164,81.33506906,5.879119455,110.1331182,banana,Perennial,clay,Karnataka
103,72,51,26.12643374,81.81365007,6.099478745,104.4812858,banana,Perennial,red,Uttar Pradesh
92,75,45,29.01207743,77.95192527,5.674403359,90.43495443,banana,Perennial,red,Tamil Nadu
93,85,49,27.96799119,79.28625709,5.694243847,119.4765557,banana,Perennial,sandy,Karnataka
120,87,52,28.0764455,76.05522115,5.905494703,118.9923573,banana,Perennial,sandy,Punjab
108,72,46,25.16278237,84.97849241,6.110844721,90.94554618,banana,Perennial,clay,Uttar Pradesh
105,88,54,25.78749808,84.51194224,6.020445317,114.2005455,banana,Perennial,clay,Punjab
98,79,50,25.34119774,84.47321314,6.435917308,91.06493353,banana,Perennial,clay,Karnataka
111,88,55,29.44795403,78.34971537,5.505393833,96.45042585,banana,Perennial,clay,Karnataka
97,74,45,26.47522633,78.51833782,5.677719902,113.1161095,banana,Perennial,loamy,Karnataka
95,82,48,27.39489579,83.31172003,5.719014989,92.78133617,banana,Perennial,red,Maharashtra
89,91,55,25.08347445,80.261731,6.275572298,94.32961456,banana,Perennial,black,Punjab
89,85,55,26.6719835,76.48541655,6.275384607,91.73358569,banana,Perennial,loamy,Punjab
118,88,51,25.44926208,79.49221962,6.201911642,100.6619171,banana,Perennial,red,Maharashtra
101,92,45,28.22776705,80.6430384,5.758054257,98.00403016,banana,Perennial,loamy,Punjab
99,92,47,28.1279509,77.48247073,6.323933647,103.5045395,banana,Perennial,black,Punjab
82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,banana,Perennial,black,Uttar Pradesh
90,86,55,27.96236771,84.15403614,5.644486582,97.55986676,banana,Perennial,clay,Punjab
95,88,52,28.00316034,78.90085998,6.235461772,94.68180316,banana,Perennial,clay,Uttar Pradesh
104,73,46,29.1400919,80.1190228,6.28236237,90.45142867,banana,Perennial,sandy,Karnataka
102,73,52,27.9122104,83.36307683,6.356090905,90.24211529,banana,Perennial,sandy,Tamil Nadu
100,74,52,25.43480512,81.53977797,5.837258235,96.47800391,banana,Perennial,red,Tamil Nadu
94,89,48,28.55980972,84.51602322,5.653437902,111.0843029,banana,Perennial,clay,Karnataka
99,70,46,26.59580783,82.99556744,5.727469947,100.5123341,banana,Perennial,clay,Maharashtra
112,87,48,27.19711623,77.3970629,6.200111068,99.46950465,banana,Perennial,sandy,Tamil Nadu
117,82,45,25.29391516,79.29122198,5.614471478,105.4220251,banana,Perennial,clay,Punjab
96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,banana,Perennial,red,Karnataka
113,85,45,27.94972463,76.63713353,6.037430836,109.0921631,banana,Perennial,sandy,Punjab
